airport_code,utc_timestamp,temperature,wind_speed,visibility,precipitation,snowfall,weather_condition
ORD,2024-02-22 15:00:00,48.7,5.3,10.0,0.0,0.0,Overcast
DFW,2024-02-22 15:00:00,44.1,6.1,10.0,0.0,0.0,Clear
SEA,2024-02-22 15:00:00,45.9,8.3,10.0,0.0,0.0,Clear
SFO,2024-02-22 15:00:00,32.2,5.2,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-22 15:00:00,63.1,4.9,10.0,0.0,0.0,Clear
BOS,2024-02-22 15:00:00,45.3,10.6,10.0,0.0,0.0,Overcast
DEN,2024-02-22 15:00:00,34.2,9.8,10.0,0.0,0.0,Clear
JFK,2024-02-22 18:00:00,15.0,3.9,10.0,0.0,0.0,Clear
LAX,2024-02-22 18:00:00,33.5,14.9,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-22 18:00:00,26.0,12.9,10.0,0.0,0.0,Overcast
ORD,2024-02-22 18:00:00,43.4,10.7,10.0,0.0,0.0,Clear
DFW,2024-02-22 18:00:00,31.8,5.9,10.0,0.0,0.0,Overcast
SEA,2024-02-22 18:00:00,12.8,5.7,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-22 18:00:00,39.3,12.6,10.0,0.0,0.0,Overcast
MIA,2024-02-22 18:00:00,29.1,5.8,10.0,0.0,0.0,Clear
BOS,2024-02-22 18:00:00,30.0,4.8,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-22 18:00:00,35.9,8.2,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-22 21:00:00,38.3,11.2,10.0,0.0,0.0,Overcast
LAX,2024-02-22 21:00:00,35.7,11.1,10.0,0.0,0.0,Clear
ATL,2024-02-22 21:00:00,52.5,7.5,10.0,0.0,0.0,Overcast
ORD,2024-02-22 21:00:00,21.3,3.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-22 21:00:00,25.0,7.2,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-22 21:00:00,13.7,6.5,10.0,0.0,0.0,Overcast
SFO,2024-02-22 21:00:00,26.0,4.6,10.0,0.0,0.0,Clear
MIA,2024-02-22 21:00:00,46.4,6.3,10.0,0.0,0.0,Overcast
BOS,2024-02-22 21:00:00,17.6,14.8,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-22 21:00:00,38.7,10.3,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-23 00:00:00,34.8,12.9,10.0,0.0,0.0,Clear
LAX,2024-02-23 00:00:00,41.0,6.8,10.0,0.0,0.0,Overcast
ATL,2024-02-23 00:00:00,27.3,4.9,10.0,0.0,0.0,Clear
ORD,2024-02-23 00:00:00,17.2,12.6,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-23 00:00:00,35.3,4.7,10.0,0.0,0.0,Overcast
SEA,2024-02-23 00:00:00,57.4,8.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-23 00:00:00,33.3,13.6,10.0,0.0,0.0,Overcast
MIA,2024-02-23 00:00:00,33.7,3.3,10.0,0.0,0.0,Overcast
BOS,2024-02-23 00:00:00,43.0,12.0,10.0,0.0,0.0,Overcast
DEN,2024-02-23 00:00:00,18.2,11.4,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-23 03:00:00,25.6,4.1,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-23 03:00:00,15.9,3.1,10.0,0.0,0.0,Overcast
ATL,2024-02-23 03:00:00,47.0,10.6,10.0,0.0,0.0,Overcast
ORD,2024-02-23 03:00:00,30.4,5.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-23 03:00:00,38.4,10.1,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-23 03:00:00,38.8,11.3,10.0,0.0,0.0,Clear
SFO,2024-02-23 03:00:00,21.3,10.3,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-23 03:00:00,42.5,9.5,10.0,0.0,0.0,Clear
BOS,2024-02-23 03:00:00,32.0,3.6,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-23 03:00:00,24.8,12.5,10.0,0.0,0.0,Overcast
JFK,2024-02-23 06:00:00,40.0,9.1,10.0,0.0,0.0,Clear
LAX,2024-02-23 06:00:00,37.7,8.6,10.0,0.0,0.0,Clear
ATL,2024-02-23 06:00:00,23.7,11.3,10.0,0.0,0.0,Overcast
ORD,2024-02-23 06:00:00,52.4,7.3,10.0,0.0,0.0,Clear
DFW,2024-02-23 06:00:00,37.3,8.9,10.0,0.0,0.0,Clear
SEA,2024-02-23 06:00:00,24.7,25.2,1.3,0.62,2.87,Snowstorm
SFO,2024-02-23 06:00:00,49.8,6.0,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-23 06:00:00,28.2,40.7,1.9,0.84,2.97,Heavy Rain
BOS,2024-02-23 06:00:00,26.4,10.2,10.0,0.0,0.0,Overcast
DEN,2024-02-23 06:00:00,36.1,40.2,2.2,1.37,0.0,Fog
JFK,2024-02-23 09:00:00,35.3,8.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-23 09:00:00,36.6,21.4,0.7,1.12,0.0,Fog
ATL,2024-02-23 09:00:00,41.0,11.8,10.0,0.0,0.0,Clear
ORD,2024-02-23 09:00:00,30.4,10.8,10.0,0.0,0.0,Overcast
DFW,2024-02-23 09:00:00,48.8,12.5,10.0,0.0,0.0,Clear
SEA,2024-02-23 09:00:00,21.6,10.1,10.0,0.0,0.0,Clear
SFO,2024-02-23 09:00:00,26.2,13.1,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-23 09:00:00,40.8,5.0,10.0,0.0,0.0,Clear
BOS,2024-02-23 09:00:00,38.9,11.9,10.0,0.0,0.0,Clear
DEN,2024-02-23 09:00:00,30.2,8.1,10.0,0.0,0.0,Clear
JFK,2024-02-23 12:00:00,21.0,8.9,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-23 12:00:00,49.1,7.4,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-23 12:00:00,27.5,12.8,10.0,0.0,0.0,Clear
ORD,2024-02-23 12:00:00,27.9,14.4,10.0,0.0,0.0,Clear
DFW,2024-02-23 12:00:00,28.6,14.4,10.0,0.0,0.0,Overcast
SEA,2024-02-23 12:00:00,26.8,13.5,10.0,0.0,0.0,Overcast
SFO,2024-02-23 12:00:00,57.9,9.1,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-23 12:00:00,26.6,4.1,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-23 12:00:00,48.2,9.3,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-23 12:00:00,34.5,14.5,10.0,0.0,0.0,Clear
JFK,2024-02-23 15:00:00,37.1,14.9,10.0,0.0,0.0,Clear
LAX,2024-02-23 15:00:00,31.0,11.7,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-23 15:00:00,30.8,3.7,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-23 15:00:00,39.5,3.5,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-23 15:00:00,5.5,14.9,10.0,0.0,0.0,Overcast
SEA,2024-02-23 15:00:00,29.8,9.5,10.0,0.0,0.0,Clear
SFO,2024-02-23 15:00:00,49.7,3.2,10.0,0.0,0.0,Clear
MIA,2024-02-23 15:00:00,64.6,10.8,10.0,0.0,0.0,Clear
BOS,2024-02-23 15:00:00,29.2,6.4,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-23 15:00:00,37.5,6.0,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-23 18:00:00,37.3,4.9,10.0,0.0,0.0,Overcast
LAX,2024-02-23 18:00:00,25.4,5.2,10.0,0.0,0.0,Clear
ATL,2024-02-23 18:00:00,25.2,7.3,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-23 18:00:00,24.9,4.5,10.0,0.0,0.0,Overcast
DFW,2024-02-23 18:00:00,30.2,9.2,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-23 18:00:00,55.9,14.3,10.0,0.0,0.0,Overcast
SFO,2024-02-23 18:00:00,41.3,6.5,10.0,0.0,0.0,Overcast
MIA,2024-02-23 18:00:00,39.1,13.6,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-23 18:00:00,31.9,7.1,10.0,0.0,0.0,Clear
DEN,2024-02-23 18:00:00,49.0,4.7,10.0,0.0,0.0,Clear
JFK,2024-02-23 21:00:00,31.4,3.9,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-23 21:00:00,31.6,10.9,10.0,0.0,0.0,Overcast
ATL,2024-02-23 21:00:00,53.7,12.6,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-23 21:00:00,35.8,11.4,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-23 21:00:00,30.8,44.7,1.2,0.28,1.79,Fog
SEA,2024-02-23 21:00:00,44.9,13.3,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-23 21:00:00,25.3,11.7,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-23 21:00:00,32.9,3.1,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-23 21:00:00,42.3,9.8,10.0,0.0,0.0,Overcast
DEN,2024-02-23 21:00:00,40.3,14.4,10.0,0.0,0.0,Overcast
JFK,2024-02-24 00:00:00,47.2,12.9,10.0,0.0,0.0,Overcast
LAX,2024-02-24 00:00:00,31.2,5.8,10.0,0.0,0.0,Clear
ATL,2024-02-24 00:00:00,43.0,28.9,2.4,0.21,0.0,Thunderstorm
ORD,2024-02-24 00:00:00,40.2,14.9,10.0,0.0,0.0,Overcast
DFW,2024-02-24 00:00:00,27.2,10.6,10.0,0.0,0.0,Clear
SEA,2024-02-24 00:00:00,25.4,13.8,10.0,0.0,0.0,Overcast
SFO,2024-02-24 00:00:00,33.6,10.0,10.0,0.0,0.0,Overcast
MIA,2024-02-24 00:00:00,33.4,12.3,10.0,0.0,0.0,Overcast
BOS,2024-02-24 00:00:00,39.5,8.9,10.0,0.0,0.0,Clear
DEN,2024-02-24 00:00:00,23.9,5.5,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-24 03:00:00,39.7,13.9,10.0,0.0,0.0,Clear
LAX,2024-02-24 03:00:00,25.6,26.7,2.0,0.27,2.15,Fog
ATL,2024-02-24 03:00:00,45.8,9.2,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-24 03:00:00,40.2,12.6,10.0,0.0,0.0,Overcast
DFW,2024-02-24 03:00:00,29.1,10.8,10.0,0.0,0.0,Overcast
SEA,2024-02-24 03:00:00,29.9,3.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-24 03:00:00,33.7,9.7,10.0,0.0,0.0,Clear
MIA,2024-02-24 03:00:00,42.9,11.6,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-24 03:00:00,47.9,13.3,10.0,0.0,0.0,Overcast
DEN,2024-02-24 03:00:00,15.8,7.2,10.0,0.0,0.0,Clear
JFK,2024-02-24 06:00:00,39.8,10.4,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-24 06:00:00,41.7,5.8,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-24 06:00:00,34.9,14.3,10.0,0.0,0.0,Overcast
ORD,2024-02-24 06:00:00,22.6,6.5,10.0,0.0,0.0,Clear
DFW,2024-02-24 06:00:00,40.7,9.9,10.0,0.0,0.0,Clear
SEA,2024-02-24 06:00:00,25.7,7.9,10.0,0.0,0.0,Clear
SFO,2024-02-24 06:00:00,29.6,3.1,10.0,0.0,0.0,Overcast
MIA,2024-02-24 06:00:00,10.8,5.8,10.0,0.0,0.0,Clear
BOS,2024-02-24 06:00:00,42.0,14.1,10.0,0.0,0.0,Overcast
DEN,2024-02-24 06:00:00,42.5,7.0,10.0,0.0,0.0,Overcast
JFK,2024-02-24 09:00:00,41.9,11.3,10.0,0.0,0.0,Overcast
LAX,2024-02-24 09:00:00,42.2,4.8,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-24 09:00:00,33.2,13.7,10.0,0.0,0.0,Overcast
ORD,2024-02-24 09:00:00,42.1,29.5,2.8,0.13,0.0,Heavy Rain
DFW,2024-02-24 09:00:00,24.6,14.5,10.0,0.0,0.0,Clear
SEA,2024-02-24 09:00:00,18.4,5.0,10.0,0.0,0.0,Overcast
SFO,2024-02-24 09:00:00,24.9,26.9,2.2,0.7,2.31,Fog
MIA,2024-02-24 09:00:00,27.0,3.7,10.0,0.0,0.0,Clear
BOS,2024-02-24 09:00:00,39.1,6.9,10.0,0.0,0.0,Clear
DEN,2024-02-24 09:00:00,40.3,3.6,10.0,0.0,0.0,Overcast
JFK,2024-02-24 12:00:00,23.8,7.6,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-24 12:00:00,34.7,13.1,10.0,0.0,0.0,Clear
ATL,2024-02-24 12:00:00,46.2,11.8,10.0,0.0,0.0,Overcast
ORD,2024-02-24 12:00:00,42.4,7.5,10.0,0.0,0.0,Clear
DFW,2024-02-24 12:00:00,37.3,11.6,10.0,0.0,0.0,Overcast
SEA,2024-02-24 12:00:00,31.4,8.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-24 12:00:00,35.9,10.8,10.0,0.0,0.0,Clear
MIA,2024-02-24 12:00:00,39.3,6.8,10.0,0.0,0.0,Clear
BOS,2024-02-24 12:00:00,15.4,12.6,10.0,0.0,0.0,Clear
DEN,2024-02-24 12:00:00,25.8,14.4,10.0,0.0,0.0,Clear
JFK,2024-02-24 15:00:00,39.6,8.4,10.0,0.0,0.0,Overcast
LAX,2024-02-24 15:00:00,27.0,5.2,10.0,0.0,0.0,Clear
ATL,2024-02-24 15:00:00,37.3,8.9,10.0,0.0,0.0,Overcast
ORD,2024-02-24 15:00:00,28.8,8.4,10.0,0.0,0.0,Overcast
DFW,2024-02-24 15:00:00,28.9,10.2,10.0,0.0,0.0,Overcast
SEA,2024-02-24 15:00:00,32.3,33.6,2.3,0.97,3.16,Fog
SFO,2024-02-24 15:00:00,39.3,9.1,10.0,0.0,0.0,Overcast
MIA,2024-02-24 15:00:00,22.8,11.6,10.0,0.0,0.0,Overcast
BOS,2024-02-24 15:00:00,36.7,4.7,10.0,0.0,0.0,Overcast
DEN,2024-02-24 15:00:00,34.4,11.0,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-24 18:00:00,67.0,26.3,1.3,1.48,0.0,Fog
LAX,2024-02-24 18:00:00,39.2,3.7,10.0,0.0,0.0,Overcast
ATL,2024-02-24 18:00:00,32.7,14.7,10.0,0.0,0.0,Overcast
ORD,2024-02-24 18:00:00,31.3,8.4,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-24 18:00:00,52.8,11.0,10.0,0.0,0.0,Clear
SEA,2024-02-24 18:00:00,43.0,10.1,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-24 18:00:00,46.4,9.6,10.0,0.0,0.0,Clear
MIA,2024-02-24 18:00:00,34.5,7.3,10.0,0.0,0.0,Overcast
BOS,2024-02-24 18:00:00,43.9,3.4,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-24 18:00:00,39.4,9.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-24 21:00:00,40.6,11.0,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-24 21:00:00,43.6,9.7,10.0,0.0,0.0,Overcast
ATL,2024-02-24 21:00:00,26.8,13.4,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-24 21:00:00,33.9,12.0,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-24 21:00:00,29.3,14.7,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-24 21:00:00,46.7,13.4,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-24 21:00:00,38.5,8.8,10.0,0.0,0.0,Clear
MIA,2024-02-24 21:00:00,33.1,8.6,10.0,0.0,0.0,Overcast
BOS,2024-02-24 21:00:00,43.2,12.2,10.0,0.0,0.0,Clear
DEN,2024-02-24 21:00:00,33.4,14.7,10.0,0.0,0.0,Clear
JFK,2024-02-25 00:00:00,29.1,6.8,10.0,0.0,0.0,Clear
LAX,2024-02-25 00:00:00,7.4,34.5,0.8,0.16,1.83,Fog
ATL,2024-02-25 00:00:00,35.7,5.3,10.0,0.0,0.0,Clear
ORD,2024-02-25 00:00:00,14.7,4.0,10.0,0.0,0.0,Overcast
DFW,2024-02-25 00:00:00,48.7,13.3,10.0,0.0,0.0,Overcast
SEA,2024-02-25 00:00:00,33.2,13.5,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-25 00:00:00,34.4,5.3,10.0,0.0,0.0,Clear
MIA,2024-02-25 00:00:00,37.9,11.7,10.0,0.0,0.0,Clear
BOS,2024-02-25 00:00:00,15.5,7.4,10.0,0.0,0.0,Overcast
DEN,2024-02-25 00:00:00,20.2,21.6,2.9,1.48,0.83,Heavy Rain
JFK,2024-02-25 03:00:00,46.1,3.6,10.0,0.0,0.0,Clear
LAX,2024-02-25 03:00:00,25.7,11.5,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-25 03:00:00,43.8,5.4,10.0,0.0,0.0,Clear
ORD,2024-02-25 03:00:00,33.8,11.6,10.0,0.0,0.0,Clear
DFW,2024-02-25 03:00:00,38.7,12.0,10.0,0.0,0.0,Clear
SEA,2024-02-25 03:00:00,41.9,12.4,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-25 03:00:00,38.4,7.5,10.0,0.0,0.0,Overcast
MIA,2024-02-25 03:00:00,36.0,11.3,10.0,0.0,0.0,Clear
BOS,2024-02-25 03:00:00,53.0,8.2,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-25 03:00:00,28.6,7.5,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-25 06:00:00,36.2,9.2,10.0,0.0,0.0,Clear
LAX,2024-02-25 06:00:00,34.8,5.0,10.0,0.0,0.0,Overcast
ATL,2024-02-25 06:00:00,34.0,11.8,10.0,0.0,0.0,Overcast
ORD,2024-02-25 06:00:00,24.3,9.7,10.0,0.0,0.0,Clear
DFW,2024-02-25 06:00:00,24.1,4.6,10.0,0.0,0.0,Overcast
SEA,2024-02-25 06:00:00,32.9,12.8,10.0,0.0,0.0,Clear
SFO,2024-02-25 06:00:00,40.0,5.3,10.0,0.0,0.0,Clear
MIA,2024-02-25 06:00:00,30.2,6.4,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-25 06:00:00,45.7,5.0,10.0,0.0,0.0,Overcast
DEN,2024-02-25 06:00:00,41.0,3.6,10.0,0.0,0.0,Clear
JFK,2024-02-25 09:00:00,25.7,13.0,10.0,0.0,0.0,Clear
LAX,2024-02-25 09:00:00,49.3,5.5,10.0,0.0,0.0,Clear
ATL,2024-02-25 09:00:00,43.7,5.7,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-25 09:00:00,42.4,3.3,10.0,0.0,0.0,Clear
DFW,2024-02-25 09:00:00,38.1,5.0,10.0,0.0,0.0,Clear
SEA,2024-02-25 09:00:00,29.4,14.9,10.0,0.0,0.0,Clear
SFO,2024-02-25 09:00:00,34.6,6.5,10.0,0.0,0.0,Overcast
MIA,2024-02-25 09:00:00,34.9,7.0,10.0,0.0,0.0,Overcast
BOS,2024-02-25 09:00:00,32.5,11.7,10.0,0.0,0.0,Overcast
DEN,2024-02-25 09:00:00,21.1,13.0,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-25 12:00:00,34.4,11.6,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-25 12:00:00,46.3,6.6,10.0,0.0,0.0,Clear
ATL,2024-02-25 12:00:00,33.9,9.7,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-25 12:00:00,21.9,10.7,10.0,0.0,0.0,Clear
DFW,2024-02-25 12:00:00,35.5,5.6,10.0,0.0,0.0,Overcast
SEA,2024-02-25 12:00:00,22.0,4.8,10.0,0.0,0.0,Overcast
SFO,2024-02-25 12:00:00,43.2,4.6,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-25 12:00:00,26.3,8.7,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-25 12:00:00,33.1,9.9,10.0,0.0,0.0,Overcast
DEN,2024-02-25 12:00:00,26.9,14.1,10.0,0.0,0.0,Clear
JFK,2024-02-25 15:00:00,31.3,13.8,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-25 15:00:00,26.3,43.9,0.9,1.14,2.73,Heavy Rain
ATL,2024-02-25 15:00:00,13.6,4.0,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-25 15:00:00,39.6,11.7,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-25 15:00:00,26.2,6.9,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-25 15:00:00,45.5,14.2,10.0,0.0,0.0,Clear
SFO,2024-02-25 15:00:00,26.4,11.3,10.0,0.0,0.0,Clear
MIA,2024-02-25 15:00:00,39.9,6.1,10.0,0.0,0.0,Overcast
BOS,2024-02-25 15:00:00,32.3,6.8,10.0,0.0,0.0,Clear
DEN,2024-02-25 15:00:00,38.9,9.0,10.0,0.0,0.0,Clear
JFK,2024-02-25 18:00:00,29.3,6.6,10.0,0.0,0.0,Overcast
LAX,2024-02-25 18:00:00,50.1,7.6,10.0,0.0,0.0,Partly Cloudy
ATL,2024-02-25 18:00:00,43.3,7.1,10.0,0.0,0.0,Clear
ORD,2024-02-25 18:00:00,45.3,13.3,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-25 18:00:00,44.6,8.2,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-25 18:00:00,28.6,28.4,1.7,1.06,2.76,Thunderstorm
SFO,2024-02-25 18:00:00,22.8,3.1,10.0,0.0,0.0,Clear
MIA,2024-02-25 18:00:00,35.1,14.0,10.0,0.0,0.0,Clear
BOS,2024-02-25 18:00:00,25.6,6.8,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-25 18:00:00,29.9,3.7,10.0,0.0,0.0,Clear
JFK,2024-02-25 21:00:00,44.0,5.5,10.0,0.0,0.0,Overcast
LAX,2024-02-25 21:00:00,49.0,5.6,10.0,0.0,0.0,Clear
ATL,2024-02-25 21:00:00,47.2,25.5,2.9,0.85,0.0,Thunderstorm
ORD,2024-02-25 21:00:00,48.3,25.1,2.4,0.49,0.0,Snowstorm
DFW,2024-02-25 21:00:00,27.6,5.7,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-25 21:00:00,40.2,7.5,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-25 21:00:00,15.4,5.0,10.0,0.0,0.0,Clear
MIA,2024-02-25 21:00:00,45.8,3.7,10.0,0.0,0.0,Overcast
BOS,2024-02-25 21:00:00,25.3,13.3,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-25 21:00:00,20.4,14.4,10.0,0.0,0.0,Clear
JFK,2024-02-26 00:00:00,34.2,11.5,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-26 00:00:00,36.1,11.5,10.0,0.0,0.0,Clear
ATL,2024-02-26 00:00:00,51.5,7.7,10.0,0.0,0.0,Clear
ORD,2024-02-26 00:00:00,43.6,4.1,10.0,0.0,0.0,Clear
DFW,2024-02-26 00:00:00,42.8,29.2,2.0,0.73,0.0,Snowstorm
SEA,2024-02-26 00:00:00,43.6,12.2,10.0,0.0,0.0,Clear
SFO,2024-02-26 00:00:00,27.8,8.3,10.0,0.0,0.0,Clear
MIA,2024-02-26 00:00:00,39.4,3.4,10.0,0.0,0.0,Partly Cloudy
BOS,2024-02-26 00:00:00,54.3,41.8,1.0,0.42,0.0,Snowstorm
DEN,2024-02-26 00:00:00,42.0,6.9,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-26 03:00:00,37.5,4.6,10.0,0.0,0.0,Clear
LAX,2024-02-26 03:00:00,32.0,14.0,10.0,0.0,0.0,Clear
ATL,2024-02-26 03:00:00,32.3,9.2,10.0,0.0,0.0,Overcast
ORD,2024-02-26 03:00:00,26.6,10.6,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-26 03:00:00,48.6,8.6,10.0,0.0,0.0,Overcast
SEA,2024-02-26 03:00:00,20.6,13.6,10.0,0.0,0.0,Clear
SFO,2024-02-26 03:00:00,29.0,4.4,10.0,0.0,0.0,Clear
MIA,2024-02-26 03:00:00,44.3,11.0,10.0,0.0,0.0,Overcast
BOS,2024-02-26 03:00:00,36.3,30.0,2.2,1.45,0.0,Fog
DEN,2024-02-26 03:00:00,20.7,7.5,10.0,0.0,0.0,Clear
JFK,2024-02-26 06:00:00,52.2,9.6,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-26 06:00:00,22.3,11.1,10.0,0.0,0.0,Clear
ATL,2024-02-26 06:00:00,49.3,12.7,10.0,0.0,0.0,Overcast
ORD,2024-02-26 06:00:00,35.0,8.2,10.0,0.0,0.0,Clear
DFW,2024-02-26 06:00:00,29.4,8.5,10.0,0.0,0.0,Clear
SEA,2024-02-26 06:00:00,32.9,13.8,10.0,0.0,0.0,Overcast
SFO,2024-02-26 06:00:00,38.1,21.0,2.9,0.3,0.0,Snowstorm
MIA,2024-02-26 06:00:00,47.8,11.6,10.0,0.0,0.0,Overcast
BOS,2024-02-26 06:00:00,38.5,6.4,10.0,0.0,0.0,Partly Cloudy
DEN,2024-02-26 06:00:00,38.7,14.6,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-26 09:00:00,53.0,14.3,10.0,0.0,0.0,Partly Cloudy
LAX,2024-02-26 09:00:00,39.2,13.3,10.0,0.0,0.0,Overcast
ATL,2024-02-26 09:00:00,29.0,4.1,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-26 09:00:00,27.7,14.9,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-26 09:00:00,52.0,12.4,10.0,0.0,0.0,Overcast
SEA,2024-02-26 09:00:00,43.4,7.5,10.0,0.0,0.0,Clear
SFO,2024-02-26 09:00:00,39.2,7.8,10.0,0.0,0.0,Partly Cloudy
MIA,2024-02-26 09:00:00,38.9,4.8,10.0,0.0,0.0,Clear
BOS,2024-02-26 09:00:00,47.8,26.9,1.8,0.92,0.0,Thunderstorm
DEN,2024-02-26 09:00:00,52.3,6.8,10.0,0.0,0.0,Clear
JFK,2024-02-26 12:00:00,30.3,3.6,10.0,0.0,0.0,Overcast
LAX,2024-02-26 12:00:00,43.0,11.6,10.0,0.0,0.0,Overcast
ATL,2024-02-26 12:00:00,29.7,14.9,10.0,0.0,0.0,Overcast
ORD,2024-02-26 12:00:00,33.3,12.5,10.0,0.0,0.0,Overcast
DFW,2024-02-26 12:00:00,28.8,12.4,10.0,0.0,0.0,Clear
SEA,2024-02-26 12:00:00,32.4,7.0,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-26 12:00:00,37.8,10.6,10.0,0.0,0.0,Clear
MIA,2024-02-26 12:00:00,27.3,29.9,2.0,0.9,3.12,Snowstorm
BOS,2024-02-26 12:00:00,19.8,10.3,10.0,0.0,0.0,Overcast
DEN,2024-02-26 12:00:00,51.5,9.5,10.0,0.0,0.0,Partly Cloudy
JFK,2024-02-26 15:00:00,50.9,8.8,10.0,0.0,0.0,Clear
LAX,2024-02-26 15:00:00,48.9,13.0,10.0,0.0,0.0,Overcast
ATL,2024-02-26 15:00:00,32.5,11.6,10.0,0.0,0.0,Partly Cloudy
ORD,2024-02-26 15:00:00,40.3,12.0,10.0,0.0,0.0,Partly Cloudy
DFW,2024-02-26 15:00:00,56.3,3.3,10.0,0.0,0.0,Partly Cloudy
SEA,2024-02-26 15:00:00,37.4,7.6,10.0,0.0,0.0,Partly Cloudy
SFO,2024-02-26 15:00:00,35.5,11.3,10.0,0.0,0.0,Partly Cloudy
